Driver,DriverNumber,Team,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,TrackStatus,IsPersonalBest,LapStartTime,Year,Event,Session,LapTime_sec,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,QualiSegment,IsPushLap,CircuitName,Country,TrackType,Altitude_m,DRSZones,LapSpeedClass,TrackLength_m,NumCorners,CornerDensity,AvgCornerSpacing_m
HAD,6,Racing Bulls,0 days 00:01:16.725000,2,0 days 00:00:26.650000,0 days 00:00:17.221000,0 days 00:00:32.854000,SOFT,2,TRUE,1,289,328,308,327,1,TRUE,0 days 00:20:32.789000,2025,Australian Grand Prix,Q,76.725,0 days 00:21:49.514000,29.7,52,1009.5,FALSE,40.2,204,0.4,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ANT,12,Mercedes,,3,0 days 00:00:40.633000,0 days 00:00:23.383000,,MEDIUM,3,TRUE,1,178,258,,270,1,FALSE,0 days 00:17:37.989000,2025,Australian Grand Prix,Q,,0 days 00:21:51.896000,29.7,52,1009.5,FALSE,40.2,204,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
STR,18,Aston Martin,0 days 00:01:50.600000,4,0 days 00:00:46.395000,0 days 00:00:21.259000,0 days 00:00:42.946000,SOFT,1,TRUE,2,251,173,313,95,1,FALSE,0 days 00:20:01.299000,2025,Australian Grand Prix,Q,110.6,0 days 00:21:51.899000,29.7,52,1009.5,FALSE,40.2,204,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
RUS,63,Mercedes,0 days 00:01:16.295000,5,0 days 00:00:26.416000,0 days 00:00:17.163000,0 days 00:00:32.716000,MEDIUM,5,FALSE,2,290,326,312,326,1,TRUE,0 days 00:20:40.835000,2025,Australian Grand Prix,Q,76.295,0 days 00:21:57.130000,29.7,52,1009.5,FALSE,40.2,204,0.4,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
TSU,22,Racing Bulls,0 days 00:01:16.752000,2,0 days 00:00:26.690000,0 days 00:00:17.234000,0 days 00:00:32.828000,SOFT,2,TRUE,1,289,328,309,327,1,TRUE,0 days 00:20:49.543000,2025,Australian Grand Prix,Q,76.752,0 days 00:22:06.295000,29.7,52,1009.5,FALSE,40.2,204,0.4,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
NOR,4,McLaren,0 days 00:01:56.260000,4,0 days 00:00:52.032000,0 days 00:00:23.199000,0 days 00:00:41.029000,SOFT,4,FALSE,2,228,237,313,96,1,FALSE,0 days 00:20:12.796000,2025,Australian Grand Prix,Q,116.26,0 days 00:22:09.056000,29.7,52,1009.5,FALSE,40.2,204,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
GAS,10,Alpine,0 days 00:01:16.825000,5,0 days 00:00:26.606000,0 days 00:00:17.241000,0 days 00:00:32.978000,SOFT,5,TRUE,1,287,327,308,326,1,TRUE,0 days 00:20:56.155000,2025,Australian Grand Prix,Q,76.825,0 days 00:22:12.980000,29.7,52,1009.5,FALSE,40.2,204,0.4,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HAM,44,Ferrari,0 days 00:01:57.786000,4,0 days 00:00:53.845000,0 days 00:00:23.627000,0 days 00:00:40.314000,SOFT,4,FALSE,2,248,239,311,143,1,FALSE,0 days 00:20:18.719000,2025,Australian Grand Prix,Q,117.786,0 days 00:22:16.505000,29.7,52,1009.5,FALSE,40.2,204,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HUL,27,Alfa Romeo,0 days 00:01:21.477000,5,0 days 00:00:26.506000,0 days 00:00:17.337000,0 days 00:00:37.634000,SOFT,5,FALSE,2,288,327,274,328,1,FALSE,0 days 00:21:02.541000,2025,Australian Grand Prix,Q,81.477,0 days 00:22:24.018000,29.7,50,1009.5,FALSE,40.2,149,1.1,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
OCO,31,Haas,0 days 00:01:17.147000,5,0 days 00:00:26.686000,0 days 00:00:17.206000,0 days 00:00:33.255000,SOFT,2,TRUE,2,288,327,307,322,1,TRUE,0 days 00:21:08.278000,2025,Australian Grand Prix,Q,77.147,0 days 00:22:25.425000,29.7,50,1009.5,FALSE,40.2,149,1.1,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
LAW,30,Red Bull Racing,0 days 00:02:01.717000,4,0 days 00:00:53.857000,0 days 00:00:25.350000,0 days 00:00:42.510000,SOFT,1,TRUE,2,182,155,313,148,1,FALSE,0 days 00:20:27.256000,2025,Australian Grand Prix,Q,121.717,0 days 00:22:28.973000,29.7,50,1009.5,FALSE,40.2,149,1.1,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
PIA,81,McLaren,0 days 00:01:50.531000,4,0 days 00:00:46.689000,0 days 00:00:23.264000,0 days 00:00:40.578000,SOFT,4,FALSE,2,144,248,310,139,1,FALSE,0 days 00:20:49.466000,2025,Australian Grand Prix,Q,110.531,0 days 00:22:39.997000,29.7,50,1009.5,FALSE,40.2,149,1.1,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
LEC,16,Ferrari,0 days 00:01:16.029000,5,0 days 00:00:26.411000,0 days 00:00:17.144000,0 days 00:00:32.474000,SOFT,2,TRUE,2,290,322,308,325,1,TRUE,0 days 00:21:35.884000,2025,Australian Grand Prix,Q,76.029,0 days 00:22:51.913000,29.7,50,1009.5,FALSE,40.2,149,1.1,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ALO,14,Aston Martin,0 days 00:01:16.288000,5,0 days 00:00:26.300000,0 days 00:00:17.107000,0 days 00:00:32.881000,SOFT,2,TRUE,2,289,327,308,327,1,TRUE,0 days 00:21:40.485000,2025,Australian Grand Prix,Q,76.288,0 days 00:22:56.773000,29.7,50,1009.5,FALSE,40.2,149,1.1,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
STR,18,Aston Martin,0 days 00:01:16.659000,5,0 days 00:00:26.364000,0 days 00:00:17.191000,0 days 00:00:33.104000,SOFT,2,TRUE,2,288,326,307,329,1,TRUE,0 days 00:21:51.899000,2025,Australian Grand Prix,Q,76.659,0 days 00:23:08.558000,29.7,50,1009.5,FALSE,40.2,149,1.1,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
NOR,4,McLaren,0 days 00:01:15.912000,5,0 days 00:00:26.463000,0 days 00:00:17.116000,0 days 00:00:32.333000,SOFT,5,FALSE,2,290,326,308,328,1,TRUE,0 days 00:22:09.056000,2025,Australian Grand Prix,Q,75.912,0 days 00:23:24.968000,29.7,51,1009.5,FALSE,40.2,0,0.6,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HAM,44,Ferrari,0 days 00:01:16.402000,5,0 days 00:00:26.451000,0 days 00:00:17.243000,0 days 00:00:32.708000,SOFT,5,FALSE,2,290,326,306,327,1,TRUE,0 days 00:22:16.505000,2025,Australian Grand Prix,Q,76.402,0 days 00:23:32.907000,29.7,51,1009.5,FALSE,40.2,0,0.6,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ANT,12,Mercedes,0 days 00:01:48.253000,4,0 days 00:00:43.523000,0 days 00:00:22.310000,0 days 00:00:42.420000,SOFT,1,TRUE,2,103,257,308,148,1,FALSE,0 days 00:21:51.896000,2025,Australian Grand Prix,Q,108.253,0 days 00:23:40.149000,29.7,51,1009.5,FALSE,40.2,0,0.6,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
PIA,81,McLaren,0 days 00:01:16.062000,5,0 days 00:00:26.270000,0 days 00:00:17.114000,0 days 00:00:32.678000,SOFT,5,FALSE,2,289,325,307,325,12,TRUE,0 days 00:22:39.997000,2025,Australian Grand Prix,Q,76.062,0 days 00:23:56.059000,29.7,51,1009.5,FALSE,40.2,0,0.6,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
SAI,55,Williams,,6,0 days 00:00:32.337000,0 days 00:00:23.192000,,SOFT,6,TRUE,1,237,266,,284,12,FALSE,0 days 00:21:25.481000,2025,Australian Grand Prix,Q,,0 days 00:24:48.381000,29.6,51,1009.5,FALSE,40.7,192,0.5,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ANT,12,Mercedes,0 days 00:01:16.766000,5,0 days 00:00:26.585000,0 days 00:00:17.427000,0 days 00:00:32.754000,SOFT,2,TRUE,2,289,320,306,325,12,TRUE,0 days 00:23:40.149000,2025,Australian Grand Prix,Q,76.766,0 days 00:24:56.915000,29.6,51,1009.5,FALSE,40.7,192,0.5,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
VER,1,Red Bull Racing,,3,0 days 00:00:37.899000,0 days 00:00:23.269000,,SOFT,3,TRUE,1,171,264,,251,12,FALSE,0 days 00:19:39.424000,2025,Australian Grand Prix,Q,,0 days 00:25:48.163000,29.8,50,1009.5,FALSE,40.7,171,0.9,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
LAW,30,Red Bull Racing,,5,0 days 00:00:38.900000,0 days 00:00:21.085000,,SOFT,2,TRUE,2,210,280,,332,12,FALSE,0 days 00:22:28.973000,2025,Australian Grand Prix,Q,,0 days 00:25:52.525000,29.8,50,1009.5,FALSE,40.7,171,0.9,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
RUS,63,Mercedes,,6,0 days 00:00:30.091000,0 days 00:00:19.251000,,MEDIUM,6,FALSE,2,264,303,,291,12,FALSE,0 days 00:21:57.130000,2025,Australian Grand Prix,Q,,0 days 00:25:57.755000,29.8,50,1009.5,FALSE,40.7,171,0.9,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
TSU,22,Racing Bulls,,3,0 days 00:00:36.441000,0 days 00:00:20.573000,,SOFT,3,TRUE,1,175,256,,241,12,FALSE,0 days 00:22:06.295000,2025,Australian Grand Prix,Q,,0 days 00:26:19.443000,29.8,50,1009.5,FALSE,40.7,171,0.9,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
GAS,10,Alpine,,6,0 days 00:00:35.323000,0 days 00:00:23.334000,,SOFT,6,TRUE,1,231,223,,265,12,FALSE,0 days 00:22:12.980000,2025,Australian Grand Prix,Q,,0 days 00:26:27.304000,29.9,49,1009.5,FALSE,40.4,0,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HAD,6,Racing Bulls,,3,0 days 00:00:34.152000,0 days 00:00:19.715000,,SOFT,3,TRUE,1,258,302,,106,12,FALSE,0 days 00:21:49.514000,2025,Australian Grand Prix,Q,,0 days 00:26:36.447000,29.9,49,1009.5,FALSE,40.4,0,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
SAI,55,Williams,0 days 00:01:49.027000,7,0 days 00:00:49.368000,0 days 00:00:19.625000,0 days 00:00:40.034000,SOFT,1,TRUE,2,265,304,307,93,1,FALSE,0 days 00:24:48.381000,2025,Australian Grand Prix,Q,109.027,0 days 00:26:37.408000,29.9,49,1009.5,FALSE,40.4,0,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
DOO,7,Alpine,,6,0 days 00:00:39.045000,0 days 00:00:20.881000,,SOFT,6,TRUE,1,190,161,,290,12,FALSE,0 days 00:20:51.248000,2025,Australian Grand Prix,Q,,0 days 00:26:43.526000,29.9,49,1009.5,FALSE,40.4,0,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ANT,12,Mercedes,0 days 00:01:47.072000,6,0 days 00:00:40.940000,0 days 00:00:21.775000,0 days 00:00:44.357000,SOFT,3,TRUE,2,172,258,170,271,1,FALSE,0 days 00:24:56.915000,2025,Australian Grand Prix,Q,107.072,0 days 00:26:43.987000,29.9,49,1009.5,FALSE,40.4,0,0,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
OCO,31,Haas,,6,0 days 00:00:34.779000,0 days 00:00:23.147000,,SOFT,3,TRUE,2,250,174,,203,12,FALSE,0 days 00:22:25.425000,2025,Australian Grand Prix,Q,,0 days 00:27:05.233000,29.9,49,1009.5,FALSE,40.4,0,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ALB,23,Williams,,6,0 days 00:00:31.479000,0 days 00:00:23.928000,,SOFT,6,TRUE,1,253,274,,295,12,FALSE,0 days 00:21:41.893000,2025,Australian Grand Prix,Q,,0 days 00:27:09.614000,29.9,49,1009.5,FALSE,40.4,0,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
STR,18,Aston Martin,,6,0 days 00:00:35.621000,0 days 00:00:22.412000,,SOFT,3,TRUE,2,224,234,,246,12,FALSE,0 days 00:23:08.558000,2025,Australian Grand Prix,Q,,0 days 00:27:20.070000,29.9,49,1009.5,FALSE,40.4,0,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
NOR,4,McLaren,,6,0 days 00:00:33.883000,0 days 00:00:24.282000,,SOFT,6,FALSE,2,226,159,,274,12,FALSE,0 days 00:23:24.968000,2025,Australian Grand Prix,Q,,0 days 00:27:21.248000,30,48,1009.4,FALSE,40.7,164,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HAM,44,Ferrari,,6,0 days 00:00:37.484000,0 days 00:00:20.687000,,SOFT,6,FALSE,2,251,207,,220,12,FALSE,0 days 00:23:32.907000,2025,Australian Grand Prix,Q,,0 days 00:27:26.188000,30,48,1009.4,FALSE,40.7,164,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ALO,14,Aston Martin,,6,0 days 00:00:34.272000,0 days 00:00:22.482000,,SOFT,3,TRUE,2,208,196,,249,12,FALSE,0 days 00:22:56.773000,2025,Australian Grand Prix,Q,,0 days 00:27:33.449000,30,48,1009.4,FALSE,40.7,164,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
VER,1,Red Bull Racing,0 days 00:01:45.333000,4,0 days 00:00:43.250000,0 days 00:00:22.744000,0 days 00:00:39.339000,SOFT,4,FALSE,2,192,259,310,167,1,FALSE,0 days 00:25:48.163000,2025,Australian Grand Prix,Q,105.333,0 days 00:27:33.496000,30,48,1009.4,FALSE,40.7,164,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
LAW,30,Red Bull Racing,0 days 00:01:48.829000,6,0 days 00:00:42.701000,0 days 00:00:24.686000,0 days 00:00:41.442000,SOFT,1,TRUE,3,218,263,311,128,1,FALSE,0 days 00:25:52.525000,2025,Australian Grand Prix,Q,108.829,0 days 00:27:41.354000,30,48,1009.4,FALSE,40.7,164,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HUL,27,Alfa Romeo,,6,0 days 00:00:33.004000,0 days 00:00:19.197000,,SOFT,6,FALSE,2,253,292,,263,12,FALSE,0 days 00:22:24.018000,2025,Australian Grand Prix,Q,,0 days 00:27:48.413000,30,48,1009.4,FALSE,40.7,164,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
RUS,63,Mercedes,0 days 00:01:53.058000,7,0 days 00:00:46.247000,0 days 00:00:21.151000,0 days 00:00:45.660000,SOFT,1,TRUE,3,257,258,310,107,1,FALSE,0 days 00:25:57.755000,2025,Australian Grand Prix,Q,113.058,0 days 00:27:50.813000,30,48,1009.4,FALSE,40.7,164,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
SAI,55,Williams,0 days 00:01:16.360000,8,0 days 00:00:26.477000,0 days 00:00:17.175000,0 days 00:00:32.708000,SOFT,2,TRUE,2,289,325,310,323,1,TRUE,0 days 00:26:37.408000,2025,Australian Grand Prix,Q,76.36,0 days 00:27:53.768000,30,48,1009.4,FALSE,40.7,164,0,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
BOR,5,Alfa Romeo,,5,0 days 00:00:32.114000,0 days 00:00:20.072000,,SOFT,3,TRUE,2,250,261,,263,12,FALSE,0 days 00:20:11.310000,2025,Australian Grand Prix,Q,,0 days 00:27:53.788000,30,48,1009.4,FALSE,40.7,164,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
TSU,22,Racing Bulls,0 days 00:01:55.483000,4,0 days 00:00:52.314000,0 days 00:00:22.091000,0 days 00:00:41.078000,SOFT,1,TRUE,2,209,289,309,89,1,FALSE,0 days 00:26:19.443000,2025,Australian Grand Prix,Q,115.483,0 days 00:28:14.926000,30,48,1009.4,FALSE,40.7,164,0,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ANT,12,Mercedes,0 days 00:01:44.462000,7,0 days 00:00:39.073000,0 days 00:00:22.117000,0 days 00:00:43.272000,SOFT,4,TRUE,2,224,258,308,163,1,FALSE,0 days 00:26:43.987000,2025,Australian Grand Prix,Q,104.462,0 days 00:28:28.449000,30.1,49,1009.4,FALSE,41.3,302,0.6,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
LEC,16,Ferrari,,6,0 days 00:00:33.482000,0 days 00:00:20.006000,,SOFT,3,TRUE,2,258,251,,260,12,FALSE,0 days 00:22:51.913000,2025,Australian Grand Prix,Q,,0 days 00:28:31.171000,30.1,49,1009.4,FALSE,41.3,302,0.6,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
PIA,81,McLaren,,6,0 days 00:00:31.465000,0 days 00:00:22.346000,,SOFT,6,FALSE,2,226,218,,273,1,FALSE,0 days 00:23:56.059000,2025,Australian Grand Prix,Q,,0 days 00:28:33.991000,30.1,49,1009.4,FALSE,41.3,302,0.6,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
GAS,10,Alpine,0 days 00:02:08.503000,7,0 days 00:01:03.716000,0 days 00:00:20.856000,0 days 00:00:43.931000,SOFT,1,TRUE,2,218,308,309,65,1,FALSE,0 days 00:26:27.304000,2025,Australian Grand Prix,Q,128.503,0 days 00:28:35.807000,30.1,49,1009.4,FALSE,41.3,302,0.6,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HAD,6,Racing Bulls,0 days 00:02:13.160000,4,0 days 00:01:11.743000,0 days 00:00:19.941000,0 days 00:00:41.476000,SOFT,1,TRUE,2,243,304,309,121,1,FALSE,0 days 00:26:36.447000,2025,Australian Grand Prix,Q,133.16,0 days 00:28:49.607000,30.1,49,1009.4,FALSE,41.3,302,0.6,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
DOO,7,Alpine,0 days 00:02:17.336000,7,0 days 00:01:13.648000,0 days 00:00:19.837000,0 days 00:00:43.851000,SOFT,1,TRUE,2,259,264,308,66,1,FALSE,0 days 00:26:43.526000,2025,Australian Grand Prix,Q,137.336,0 days 00:29:00.862000,30.1,49,1009.4,FALSE,41.3,302,0.6,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
LAW,30,Red Bull Racing,,7,0 days 00:00:26.548000,0 days 00:00:17.191000,,SOFT,2,TRUE,3,289,331,,328,1,FALSE,0 days 00:27:41.354000,2025,Australian Grand Prix,Q,,0 days 00:29:03.243000,30.1,49,1009.4,FALSE,41.3,302,0.6,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
RUS,63,Mercedes,0 days 00:01:15.971000,8,0 days 00:00:26.366000,0 days 00:00:17.086000,0 days 00:00:32.519000,SOFT,2,TRUE,3,291,328,310,326,1,TRUE,0 days 00:27:50.813000,2025,Australian Grand Prix,Q,75.971,0 days 00:29:06.784000,30.1,49,1009.4,FALSE,41.3,302,0.6,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
OCO,31,Haas,0 days 00:02:10.240000,7,0 days 00:01:06.648000,0 days 00:00:21.854000,0 days 00:00:41.738000,SOFT,1,TRUE,3,231,151,305,130,1,FALSE,0 days 00:27:05.233000,2025,Australian Grand Prix,Q,130.24,0 days 00:29:15.473000,30.1,49,1009.4,FALSE,41.3,302,0.6,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ALB,23,Williams,0 days 00:02:11.553000,7,0 days 00:01:07.382000,0 days 00:00:19.664000,0 days 00:00:44.507000,SOFT,1,TRUE,2,171,309,309,124,1,FALSE,0 days 00:27:09.614000,2025,Australian Grand Prix,Q,131.553,0 days 00:29:21.167000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
STR,18,Aston Martin,0 days 00:02:07.071000,7,0 days 00:01:05.754000,0 days 00:00:19.006000,0 days 00:00:42.311000,SOFT,1,TRUE,3,263,309,310,88,1,FALSE,0 days 00:27:20.070000,2025,Australian Grand Prix,Q,127.071,0 days 00:29:27.141000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
TSU,22,Racing Bulls,0 days 00:01:16.225000,5,0 days 00:00:26.468000,0 days 00:00:17.173000,0 days 00:00:32.584000,SOFT,2,TRUE,2,291,328,307,326,1,TRUE,0 days 00:28:14.926000,2025,Australian Grand Prix,Q,76.225,0 days 00:29:31.151000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
NOR,4,McLaren,0 days 00:02:17.157000,7,0 days 00:01:14.266000,0 days 00:00:24.466000,0 days 00:00:38.425000,SOFT,7,FALSE,3,220,223,311,66,1,FALSE,0 days 00:27:21.248000,2025,Australian Grand Prix,Q,137.157,0 days 00:29:38.405000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ANT,12,Mercedes,0 days 00:01:16.525000,8,0 days 00:00:26.443000,0 days 00:00:17.166000,0 days 00:00:32.916000,SOFT,5,TRUE,2,290,325,309,324,1,TRUE,0 days 00:28:28.449000,2025,Australian Grand Prix,Q,76.525,0 days 00:29:44.974000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HAM,44,Ferrari,0 days 00:02:20.030000,7,0 days 00:01:15.169000,0 days 00:00:20.642000,0 days 00:00:44.219000,SOFT,1,TRUE,3,155,289,312,100,1,FALSE,0 days 00:27:26.188000,2025,Australian Grand Prix,Q,140.03,0 days 00:29:46.218000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
GAS,10,Alpine,0 days 00:01:16.328000,8,0 days 00:00:26.540000,0 days 00:00:17.148000,0 days 00:00:32.640000,SOFT,2,TRUE,2,288,328,308,324,1,TRUE,0 days 00:28:35.807000,2025,Australian Grand Prix,Q,76.328,0 days 00:29:52.135000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ALO,14,Aston Martin,0 days 00:02:21.443000,7,0 days 00:01:17.711000,0 days 00:00:22.093000,0 days 00:00:41.639000,SOFT,1,TRUE,3,257,310,311,126,1,FALSE,0 days 00:27:33.449000,2025,Australian Grand Prix,Q,141.443,0 days 00:29:54.892000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HUL,27,Alfa Romeo,0 days 00:02:12.759000,7,0 days 00:01:09.454000,0 days 00:00:20.098000,0 days 00:00:43.207000,SOFT,1,TRUE,3,261,139,310,175,1,FALSE,0 days 00:27:48.413000,2025,Australian Grand Prix,Q,132.759,0 days 00:30:01.172000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HAD,6,Racing Bulls,0 days 00:01:16.354000,5,0 days 00:00:26.523000,0 days 00:00:17.139000,0 days 00:00:32.692000,SOFT,2,TRUE,2,292,329,308,327,1,TRUE,0 days 00:28:49.607000,2025,Australian Grand Prix,Q,76.354,0 days 00:30:05.961000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
BOR,5,Alfa Romeo,0 days 00:02:21.095000,6,0 days 00:01:15.221000,0 days 00:00:21.593000,0 days 00:00:44.281000,SOFT,1,TRUE,3,254,130,308,122,1,FALSE,0 days 00:27:53.788000,2025,Australian Grand Prix,Q,141.095,0 days 00:30:14.883000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,0,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
DOO,7,Alpine,0 days 00:01:16.315000,8,0 days 00:00:26.381000,0 days 00:00:17.150000,0 days 00:00:32.784000,SOFT,2,TRUE,2,289,326,309,325,1,TRUE,0 days 00:29:00.862000,2025,Australian Grand Prix,Q,76.315,0 days 00:30:17.177000,30.1,49,1009.4,FALSE,41.3,0,0.4,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
OCO,31,Haas,0 days 00:01:17.686000,8,0 days 00:00:26.678000,0 days 00:00:17.331000,0 days 00:00:33.677000,SOFT,2,TRUE,3,288,315,304,319,1,FALSE,0 days 00:29:15.473000,2025,Australian Grand Prix,Q,77.686,0 days 00:30:33.159000,30.1,48,1009.4,FALSE,41.7,163,0,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
ALB,23,Williams,0 days 00:01:16.245000,8,0 days 00:00:26.378000,0 days 00:00:17.153000,0 days 00:00:32.714000,SOFT,2,TRUE,2,292,327,309,325,1,TRUE,0 days 00:29:21.167000,2025,Australian Grand Prix,Q,76.245,0 days 00:30:37.412000,30.1,48,1009.4,FALSE,41.7,163,0,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
STR,18,Aston Martin,0 days 00:01:16.369000,8,0 days 00:00:26.474000,0 days 00:00:17.151000,0 days 00:00:32.744000,SOFT,2,TRUE,3,290,328,309,327,1,TRUE,0 days 00:29:27.141000,2025,Australian Grand Prix,Q,76.369,0 days 00:30:43.510000,30.1,48,1009.4,FALSE,41.7,163,0,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
HAM,44,Ferrari,0 days 00:01:16.213000,8,0 days 00:00:26.347000,0 days 00:00:17.224000,0 days 00:00:32.642000,SOFT,2,TRUE,3,290,323,305,330,1,TRUE,0 days 00:29:46.218000,2025,Australian Grand Prix,Q,76.213,0 days 00:31:02.431000,30.1,48,1009.4,FALSE,41.7,163,0,Q1,1,Albert Park,Australia,Street,31,2,Medium,5070,16,0.003155819,316.875
